query,function,identifier,url,score
replace in file,"def _clone(self):
        klass = self.__class__
        c = klass(self.model_class)
        if self._filters:
            c._filters = self._filters
        if self._exclusions:
            c._exclusions = self._exclusions
        if self._zfilters:
            c._zfilters = self._zfilters
        if self._ordering:
            c._ordering = self._ordering
        c._limit = self._limit
        c._offset = self._offset
        return c",ModelSet._clone,https://github.com/iamteem/redisco/blob/a7ba19ff3c38061d6d8bc0c10fa754baadcfeb91/redisco/models/modelset.py#L286-L299,1.0052372
replace in file,"def add_resource_scenario(self, resource_attr, dataset=None, source=None):
        rs_i = ResourceScenario()
        if resource_attr.id is None:
            rs_i.resourceattr = resource_attr
        else:
            rs_i.resource_attr_id = resource_attr.id

        if dataset.id is None:
            rs_i.dataset = dataset
        else:
            rs_i.dataset_id = dataset.id
        rs_i.source = source
        self.resourcescenarios.append(rs_i)",Scenario.add_resource_scenario,https://github.com/hydraplatform/hydra-base/blob/9251ff7946505f7a272c87837390acd1c435bc6e/hydra_base/db/model.py#L1372-L1384,1.0044749
replace in file,"def to_dict_str(origin_value, encode=None):
    """"""recursively convert dict content into string
    """"""
    value = copy.deepcopy(origin_value)
    for k, v in value.items():
        if isinstance(v, dict):
            value[k] = to_dict_str(v, encode)
            continue

        if isinstance(v, list):
            value[k] = to_list_str(v, encode)
            continue

        if encode:
            value[k] = encode(v)
        else:
            value[k] = default_encode(v)

    return value",to_dict_str,https://github.com/wecatch/app-turbo/blob/75faf97371a9a138c53f92168d0a486636cb8a9c/turbo/util.py#L53-L71,1.0042439
replace in file,"def iter_long(self, string):
		""""""
		Generator performs a modified Aho-Corasick search string algorithm,
		which maches only the longest word.

		""""""
		state = self.root
		last  = None

		index = 0
		while index < len(string):
			c = string[index]

			if c in state.children:
				state = state.children[c]

				if state.output is not nil:
					# save the last node on the path
					last = (state.output, index)

				index += 1
			else:
				if last:
					# return the saved match
					yield last

					# and start over, as we don't want overlapped results
					# Note: this leads to quadratic complexity in the worst case
					index = last[1] + 1
					state = self.root
					last  = None
				else:
					# if no output, perform classic Aho-Corasick algorithm
					while c not in state.children:
						state = state.fail

		# corner case
		if last:
			yield last",Trie.iter_long,https://github.com/WojciechMula/pyahocorasick/blob/53842f783fbe3fa77d53cde1ac251b23c3cbed02/py/pyahocorasick.py#L254-L292,1.0042053
replace in file,"def serialize(self):
        data = {}
        if self.condition_type:
            data['type'] = self.condition_type
        if self.status:
            data['status'] = self.status
        if self.last_heartbeat_time:
            data['lastHeartbeatTime'] = self.last_heartbeat_time
        if self.last_transition_time:
            data['lastTransitionTime'] = self.last_transition_time
        if self.reason:
            data['reason'] = self.reason
        if self.message:
            data['message'] = self.message
        return data",NodeCondition.serialize,https://github.com/mnubo/kubernetes-py/blob/e417946837f7cb06b6ea9f7c20d8c19853fbd1bf/kubernetes_py/models/v1/NodeCondition.py#L118-L132,1.0041938
replace in file,"def _to_dict(self):
        """"""Return keyrange's state as a dict.

        :rtype: dict
        :returns: state of this instance.
        """"""
        mapping = {}

        if self.start_open:
            mapping[""start_open""] = self.start_open

        if self.start_closed:
            mapping[""start_closed""] = self.start_closed

        if self.end_open:
            mapping[""end_open""] = self.end_open

        if self.end_closed:
            mapping[""end_closed""] = self.end_closed

        return mapping",KeyRange._to_dict,https://github.com/googleapis/google-cloud-python/blob/85e80125a59cb10f8cb105f25ecc099e4b940b50/spanner/google/cloud/spanner_v1/keyset.py#L90-L110,1.0041173
replace in file,"def process_operation(self, root, state) -> List[Dict]:
        op = {""tag"": ""op""}
        for node in root:
            if node.tag == ""operand"":
                if ""left"" in op:
                    op[""right""] = self.parseTree(node, state)
                else:
                    op[""left""] = self.parseTree(node, state)
            elif node.tag == ""operator"":
                if ""operator"" in op:
                    newOp = {
                        ""tag"": ""op"",
                        ""operator"": node.attrib[""operator""],
                        ""left"": [op],
                    }
                    op = newOp
                else:
                    op[""operator""] = node.attrib[""operator""]
        return [op]",XMLToJSONTranslator.process_operation,https://github.com/ml4ai/delphi/blob/6d03d8aafeab99610387c51b89c99738ff2abbe3/delphi/translators/for2py/translate.py#L447-L465,1.0035057
k means clustering,"def clear_display(self):
        display = self.display
        # Erase all just HiDES them
        display.Context.PurgeDisplay()
        display.Context.RemoveAll()",QtOccViewer.clear_display,https://github.com/frmdstryr/enamlx/blob/9582e29c88dc0c0340f912b49168b7307a47ed4f/enamlx/qt/qt_occ_viewer.py#L580-L584,1.073075
k means clustering,"def display_display_item_in_display_panel(self, display_item, display_panel_id):
        for display_panel in self.display_panels:
            if display_panel.display_panel_id == display_panel_id:
                display_panel.set_display_panel_display_item(display_item)
                self.__sync_layout()",Workspace.display_display_item_in_display_panel,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/Workspace.py#L177-L181,1.0717255
k means clustering,"def selected_display_item(self) -> typing.Optional[DisplayItem.DisplayItem]:
        """"""Return the selected display item.

        The selected display is the display ite that has keyboard focus in the data panel or a display panel.
        """"""
        # first check for the [focused] data browser
        display_item = self.focused_display_item
        if not display_item:
            selected_display_panel = self.selected_display_panel
            display_item = selected_display_panel.display_item if selected_display_panel else None
        return display_item",DocumentController.selected_display_item,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/DocumentController.py#L795-L805,1.0543168
k means clustering,"def delete_ip_from_host_record(self, host_record, ip):
        host_record.ip.remove(ip)
        return host_record.update()",InfobloxObjectManager.delete_ip_from_host_record,https://github.com/infobloxopen/infoblox-client/blob/edeec62db1935784c728731b2ae7cf0fcc9bf84d/infoblox_client/object_manager.py#L291-L293,1.0502856
k means clustering,"def update_display_properties(self, display_properties: typing.Mapping, display_layers: typing.Sequence[typing.Mapping]) -> None: ...",ImageCanvasItemDelegate.update_display_properties,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/ImageCanvasItem.py#L271-L271,1.0450736
k means clustering,"def copy_display_data_properties_from(self, display_data_channel: ""DisplayDataChannel"") -> None:
        self.complex_display_type = display_data_channel.complex_display_type
        self.display_limits = display_data_channel.display_limits
        self.color_map_id = display_data_channel.color_map_id
        self.sequence_index = display_data_channel.sequence_index
        self.collection_index = display_data_channel.collection_index
        self.slice_center = display_data_channel.slice_center
        self.slice_width = display_data_channel.slice_width",DisplayDataChannel.copy_display_data_properties_from,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/model/DisplayItem.py#L458-L465,1.0428739
k means clustering,"def display_xdata(self) -> DataAndMetadata.DataAndMetadata:
        """"""Return the extended data of this data item display.

        Display data will always be 1d or 2d and either int, float, or RGB data type.

        .. versionadded:: 1.0

        Scriptable: Yes
        """"""
        display_data_channel = self.__display_item.display_data_channel
        return display_data_channel.get_calculated_display_values(True).display_data_and_metadata",DataItem.display_xdata,https://github.com/nion-software/nionswift/blob/d43693eaf057b8683b9638e575000f055fede452/nion/swift/Facade.py#L1037-L1047,1.0420249
